Score %,Company name,Website URL,Gehaald punten,Mogelijke Punten,Uitleg score,Keyword,Date,Wat voor producten ze verkopen,Aantal SKU's,Kleinste product naam,Kleinste product URL,Kleinste product afmetingen ,Kleinste product gewicht,Grootste product naam,Grootste product URL,Grootste product afemtingen,Grootste product gewicht,Lichtste product naam,Lichtste product URL,Lichtste product afemtingen,Lichtste product gewicht,Zwaarste product naam,Zwaarste product URL,Zwaarste product afmetingen,Zwaarste product gewicht,Retour adress,Cutoff tijd,Cutoff Note,Waar ze hun producten naartoe sturen,Instagram,Facebook,Youtube,Tiktok,X,Linked In,Status Product/Bedrijfs Informatie,Google Rating,Google Total Reviews,Recent Review 1,Recent Review 2,Recent Review 3,Google Business Adress,Google Place ID,Status Google Reviews,TrustPilot Rating,TrustPilot Total Reviews,TrustPilot Recent Review 1,TrustPilot Recent Review 2,TrustPilot Recent Review 3,Date,TrustPilot URL,Status TrustPilot,Has Meta Ads,Meta active ads count,Meta Platforms,Meta Last ad run,Meta Ads runned last 30 days?,Meta Likes count,Meta Libary URL,Meta Page ID,Google has ads,Google Page ID,Google Latest ad,Ads runned last 30 days?,Status,Contact 1 First Name,Contact 1 Last Name,Contact 1 Position,Contact 1 Linked-In,Contact 2 First Name,Contact 2 Last Name,Contact 2 Position,Contact 2 Linked-In,Contact 3 First Name,Contact 3 Last Name,Contact 3 Position,Contact 3 Linked-In,Contact 4 First Name,Contact 4 Last Name,Contact 4 Position,Contact 4 Linked-In,Contact 5 First Name,Contact 5 Last Name,Contact 5 Position,Contact 5 Linked-In
61%,Klaverhand,https://www.klaverhand.be/ ,45,74,"Klaverhand scoorde goed op klanttevredenheid en advertenties, maar mist gegevens over de grootste productafmetingen en heeft geen Google Ads-activiteit. Het beperkte aantal SKU's en gemengde beoordelingen beïnvloeden ook de score negatief.",Wasstrips,2026-03-13 13:19:44,"Huishoudelijke producten, geuren en schoonmaakartikelen",213,Mini maatbeker 50 ml,https://www.klaverhand.be/mini-maatbeker-50-ml/,42 x 61 x 10mm,5g,Witte biologische alcoholazijn 8% – 1L,https://www.klaverhand.be/witte-biologische-alcoholazijn-8-1l/,,,Mini Shampoo & Conditioner Bar Aloë Vera – Alle haartypes,https://www.klaverhand.be/mini-shampoo-conditioner-bar-aloe-vera-komkommer-alle-haartypes/,,15g,Citroenzuur,https://www.klaverhand.be/citroenzuur-1kg/,,1000g,"null, null, null, null",,"Levertijd 3-6 werkdagen, geen exacte cutoff tijd voor volgende dag levering","België
Nederland",,https://www.facebook.com/KlaverHand,,,,,Done,5,27,"5/5 - Robin Fierens (3 maanden geleden): Geweldige website met geweldige producten en een geweldig lieve dame.
Heel tevreden van veel van de producten, de wasparfum was nieuw voor me, maar nu al onmisbaar. Klaverhand heeft ook een hele leuke Instagram pagina waar allerhande was- en poets ti","5/5 - Heidi Vander Motten (3 maanden geleden): Superfijne webshop, heerlijk om te shoppen en zalig om ermee te werken met al de producten, echte aanrader.","5/5 - Carmen Van Driessche (3 maanden geleden): Topproducten aan een eerlijke prijs met supervriendelijke klantenservice, Klaverhand is een aanrader!","Jan Frans Gellyncklaan 110, 2540 Hove, België",ChIJSROARsj7w0cRUHR8gv05RYM,Complete,4.8,66,"5/5 - Prachtige producten, supersnelle service, zeer vriendelijke onderneemster 👌👌👌👌  - July 27, 2022","5/5 - Zeer snelle levering en dat extraatje is leuk wat erbij zit - April 3, 2020","5/5 - Vriendelijke verkopers , altijd correcte afhandeling en zeer leuke producten - March 25, 2020",,https://www.trustpilot.com/review/klaverhand.be,Complete,TRUE,99,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS, MESSENGER",2026-03-13,Yes,11129,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1324238061020236,1324238061020236,FALSE,search_J70QVB41KphB5ALLpkqLy9mx,,,1 Prospect Found,Jan,Comer,Mede-oprichter,https://www.linkedin.com/in/jan-comer-82b29a40,,,,,,,,,,,,,,,,
26%,NATUWASH,https://natuwash.com/ ,20,77,"NATUWASH scoorde laag door het beperkte aantal SKU's en het ontbreken van Google- en Meta-advertenties, wat hun zichtbaarheid beperkt. Hun producten zijn wel relatief zwaar, wat een positief punt is. De Trustpilot-score en het aantal reviews zijn gemiddeld, wat enige betrouwbaarheid suggereert.",Wasstrips,2026-03-13 13:19:50,Duurzame wastabletten en reinigingsproducten,4,NATUWASH Toiletreiniger Tabletten,https://natuwash.com/products/navulling-toiletreiniger-tabletten,50 x 50 x 50mm,150g,Natuwash Vaatwastabletten,https://natuwash.com/products/navulling-vaatwastabletten,250 x 250 x 250mm,800g,NATUWASH Toiletreiniger Tabletten,https://natuwash.com/products/navulling-toiletreiniger-tabletten,50 x 50 x 50mm,150g,Natuwash Vaatwastabletten,https://natuwash.com/products/navulling-vaatwastabletten,250 x 250 x 250mm,800g,"null, null, null, null",,Vandaag besteld = morgen in huis,,,,,,,,Done,,,,,,,,Failed,3.9,56,"5/5 - I bought laundry strips mainly due to curiosity and because they are less cumbersome to handle and store. After a few weeks of use, I can say that these strips are quite effective for laundry. Not only do my regular clothes, towels, and even jeans get cleaned, but they remain unstiff too. The dissolving of these strips is total, and I have not seen any trace of them when I open my washing machine. The smell is subtle and vanishes when drying is over, which is great. The whole order and delivery process was quite hassle-free and within a few days. The minimum packaging and not having to carry heavy detergent bottles is great, too.  - February 6, 2026","5/5 - I’ve been using Natuwash for months and it’s excellent. The products clean effectively without leaving residue or strong chemical odors. I especially like their surface sprays, which work on counters, tables, and shelves. My home has never felt cleaner or fresher. - January 25, 2026","5/5 - Natuwash makes cleaning simple and effective. Their all-purpose cleaner leaves surfaces spotless without harsh chemicals. I love that it’s safe for both my home and pets, and it has a pleasant, fresh scent that makes cleaning less of a chore. Highly recommend for everyday use. - February 6, 2026",,https://www.trustpilot.com/review/natuwash.com,Complete,FALSE,0,,,,,,576941808845684,TRUE,AR04109620920098750465,2026-03-13,Yes,No Prospects Found,,,,,,,,,,,,,,,,,,,,
74%,Happy CBD,https://happy-cbd.com/,67,90,"Happy CBD scoorde hoog op SKU-aantal en productafmetingen, wat hun logistieke potentieel benadrukt. Echter, het ontbreken van recente advertenties en beperkte Google-reviews verzwakt hun marktzichtbaarheid. TP-gegevens ontbreken, wat de score verder beïnvloedt.",CBD olie,2026-03-13 13:19:58,CBD producten voor mensen en dieren,46,CBD Honden + Dog Treats,https://happy-cbd.com/cbd-dieren/combinatiedeal-dogs-treats/,25 x 5 x 5mm,50g,CBD Thee | Try Out Pack | 3 smaken,https://happy-cbd.com/cbd-thee/samplepack/,150 x 100 x 50mm,30g,Rustgevend + CBN,https://happy-cbd.com/combinatiedeals/rustgevend-cbn/,60 x 40 x 20mm,10g,CBD Bath Bomb Sleep,https://happy-cbd.com/cbd-huidproducten/cbd-bath-bomb-sleep/,,125g,"null, null, null, null",15:00,,,,,https://www.youtube.com/watch?v=rNtZYT_2BPg,,,,Done,4.9,19,"5/5 - Helga Vrieling (4 maanden geleden): CBD-olie heeft mijn hond goed gedaan, minder pijn en (daardoor) meer in balans. Vriendelijke communicatie en goede service.",5/5 - Dewy8 (8 maanden geleden): Goede CBD olie voor honden. Ze denken graag met je mee en hebben verstand van hun producten. Echt een aanrader!,"5/5 - Arie Harteveld (4 jaar geleden): Gisteren een flesje besteld, vandaag al netjes geleverd,  bedankt voor de keurige afhandeling,  zeker een aanrader,  mijn volgende flesje komt zeker bij u vandaan.","Jupiter 71, 2685 LV Poeldijk, Nederland",ChIJOU0PMmGxxUcRMvBNfm6dfoA,Complete,,,,,,,https://www.trustpilot.com/review/happy-cbd.com,Failed,FALSE,0,,,,,,315956662255069,TRUE,AR04730305198302429185,2025-05-11,No,1 Prospect Found,Juri,Trieling,Owner,https://www.linkedin.com/in/juritrieling,,,,,,,,,,,,,,,,
60%,Cannabisolie.com,https://cannabisolie.com/,43,72,"Cannabisolie.com scoort hoog op SKU-aantal en productgewicht, wat hun logistieke potentieel versterkt. Echter, het ontbreken van gegevens over grootste productafmetingen en Trustpilot-beoordelingen, evenals het niet adverteren op Meta en Google, verlaagt hun score aanzienlijk.",CBD olie,2026-03-13 13:20:05,"CBD producten zoals olie, capsules, zalf en gummies",27,LALO The Lip Balm,https://cannabisolie.com/products/lalo-the-lip-balm,7ml,,CBD Massage Olie,https://cannabisolie.com/products/cbd-massage-olie,200ml,,LALO The Lip Balm,https://cannabisolie.com/products/lalo-the-lip-balm,,10g,CBD Massage Olie,https://cannabisolie.com/products/cbd-massage-olie,,180g,"null, null, null, null",23:00,,"Nederland
België",,,,,,,Done,4.8,79,"2/5 - Ken Wel (een maand geleden): Mijn ervaring met Cannabisolie.com draait niet om het effect van CBD, maar om duidelijkheid over wat je krijgt.

Bij mijn eerste bestelling ontbrak een batchnummer op het flesje. Bij een tweede bestelling stond er wel een batchnummer op de verpakking","5/5 - paula ilardo (2 maanden geleden): Mijn hond, getraumatiseerd, vuurwerk en onweer zijn de grootste horror voor hem. Dagenlang erna nog nerveus. De cannabisolie langzaam opgebouwd, het maximale aantal druppels,  totdat het Oud op Nieuw was. Zeker, hij hoorde het geknal nog wel; echter ","5/5 - Frédérique Wertwijn (10 maanden geleden): Door de klantenservice bij Cannabisolie.com heb ik vertrouwen in dit bederijf en door hun support goede resultaten.
Mijn contact persoon Jasper, bij Cannabisolie, heeft door met mij in gesprek te gaan en te luisteren met zorgvuldigheid een selectie v","Gratis parkeren Free Parking, Rijstenweg 10a, 5652 CG Eindhoven, Nederland",ChIJ2VvAn__YxkcRUxTp_Odxb64,Complete,,,/5 -   - ,/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/cannabisolie.com,Complete,FALSE,0,,,,,,,FALSE,search_W19X7MebbAtJqQNJne68NbDz,,,No prospect found,,,,,,,,,,,,,,,,,,,,
69%,CBD Shop,https://www.cbdshop.nl/,44,64,"CBD Shop scoorde hoog op het aantal SKU's en een uitstekende Google Rating, wat hun potentieel als klant versterkt. Echter, het ontbreken van gegevens over de grootste productafmetingen en TP-beoordelingen, samen met het niet adverteren via Google Ads, heeft hun score negatief beïnvloed.",CBD olie,2026-03-13 13:20:12,"CBD-olie, cannabiszaden en kweeksystemen",50,Lege pipetflesjes,https://www.cbdshop.nl/pipetflesjes-leeg.html,,,Wernards Mestmix 5 liter,https://www.cbdshop.nl/mediwiet-mestmix.html,5000ml,,DNH CBD pleisters DNH (30st),https://www.cbdshop.nl/cbd-pleisters-dnh.html,,450g,Kweekset 4 + 2 gratis zaadjes,https://www.cbdshop.nl/kweekset-4.html,,2500g,"null, null, null, null",,Bestellingen worden doordeweeks binnen 1 dag verwerkt,"Nederland
België
Duitsland
Frankrijk
Spanje
Portugal
Oostenrijk",,https://www.facebook.com/cbdshop.nl/,,,,,Done,4.6,17,"5/5 - Jurjen Schuur (10 maanden geleden): Prima service deze webwinkel!

Sowieso mag CBD OLIE nog meer in de aandacht komen. En ook het gebruik van de hennepplanten mag meer in het daglicht gezet worden. Deze zo veelzijdige planten zijn nog steeds een ondergeschoven kindje.
Klik op de link h","1/5 - Bram I (12 maanden geleden): Goed initiatief hoor, maar de service is niks. Zaadjes waarvan 2/3 niet opkomt heb je niet zoveel aan.",5/5 - Leven in Spanje (een jaar geleden): Geweldig veel informatie op hun website ook online bestellen zelfs in Spanje bezorgt. Betalen en in drie dagen in huis. Deze supplementen hielpen mij suikerwaarde zakken ook de pijn is afgenomen. Zeer tevreden informatie is goed ondersteund door erva,"Lingewei 35, 4004 LK Tiel, Nederland",ChIJi3KaXYTvxUcRiVam28aw2AE,Complete,,,,,,,https://www.trustpilot.com/review/cbdshop.nl,Failed,TRUE,12,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-13,Yes,1189,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=112168347207111,112168347207111,FALSE,search_W75dANvqloTjqgRyN4blrDJ3,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
71%,Medicinale Wiet Olie,https://www.medicinalewietolie.com/,51,72,"Medicinale Wiet Olie scoort hoog op SKU-aantal en productgewicht, wat hun logistieke potentieel benadrukt. Echter, het ontbreken van gegevens over de grootste productafmetingen en Trustpilot-beoordelingen, evenals het gebrek aan advertenties, verlaagt hun score aanzienlijk.",CBD olie,2026-03-13 13:20:19,CBD en CBG producten voor lichamelijke en geestelijke ondersteuning,44,HempTouch Intensive Lip Balm,https://www.medicinalewietolie.com/intensieve-lippenbalsem-4-5ml-hemptouch.html,,4.5g,HempTouch Comforting Cream Body Wash,https://www.medicinalewietolie.com/hemptouch-comforting-cream-body-wash-250ml.html,,250g,"CBD Lippenbalsem 4,8 gr - Jacob Hooy",https://www.medicinalewietolie.com/cbd-lippenbalsem-4-8-gr-jacob-hooy.html,,4.8g,HempTouch Comforting Cream Body Wash,https://www.medicinalewietolie.com/hemptouch-comforting-cream-body-wash-250ml.html,,250g,"Tarwestraat 102, 5351MK, Berghem, Nederland",15:00,Bestellingen op werkdagen voor 15.00 worden geprobeerd dezelfde dag te verzenden.,"Nederland
België
Duitsland",,,,,,,Done,4.9,100,"5/5 - constans manganas (4 weken geleden): Al jaren gebruik ik verschillende producten van Dutch Hemp naar volle tevredenheid 🍀🍀
De laatste maanden ook CBN om beter te slapen en ik moet zeggen dat mijn slaapkwaliteit enorm is verbeterd! Zelfs ook minder spierkrampen in mijn benen 🍀🍀
De le","5/5 - Roger (een maand geleden): De pleisters werken echt top!
Gemakkelijk te bestellen, hoe meer je besteld hoe hoger de korting. Netjes verpakt en snel verzonden.","5/5 - Jan van Geloof (2 maanden geleden): De eerste keer hier besteld, heel tevreden hoe de bestelling geleverd is. Ook nog een extraatje gehad.","Einthovenstraat, 1821 BV Alkmaar, Nederland",ChIJV-gpFJlXz0cRF-8wsA_643E,Complete,,,,,,,https://www.trustpilot.com/review/medicinalewietolie.com,Failed,FALSE,0,,,,,,,FALSE,search_yawpDZvY5RcVpg91LvWPdXoM,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
17%,Cannabidiol Company,https://cannabidiol.company/,8,47,"Het bedrijf scoorde laag omdat er geen gegevens zijn over SKU's, productgrootte, gewicht, of online beoordelingen, wat essentieel is voor een logistiek bedrijf. Het enige positieve is dat ze binnen de tijdslimiet contact hebben opgenomen.",CBD olie,2026-03-13 13:20:27,CBD verzorging en supplementen voor mens en dier,0,,,,,,,,,,,,,,,,,"Industrieweg Zuid 22-B, null, Amerongen, null",12:00,Besteld voor 12.00 uur wordt volgende dag geleverd binnen Nederland,Nederland,,,,,,,Done,,,,,,,ChIJF7hOzJdQxkcRWqV5D6GSrlI,Failed,,,,,,,https://www.trustpilot.com/review/cannabidiol.company,Failed,FALSE,0,,,,,,,FALSE,search_jOZRYa4201HBGNWWqklD6mVx,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
48%,Biocare Online,https://www.biocareonline.nl/,43,90,"Biocare Online scoort hoog op klanttevredenheid en productgewicht, maar heeft een beperkt aantal SKU's en kleine productafmetingen. Het ontbreken van Google Ads en lage advertentievolume op Meta beïnvloeden de score negatief.",CBD olie,2026-03-13 13:20:33,100% natuurlijke huidverzorging en make-up,227,Loïs Lee Moon Magic Serum Mini,https://www.biocareonline.nl/artikel/4651/lois-lee-moon-magic-serum-mini.html,10 x 10 x 30mm,10g,Kynd Mynded Bamboe Handdoek,https://www.biocareonline.nl/artikel/4564/kynd-mynded-bamboe-handdoek.html,350 x 650 x 5mm,200g,Georganics Beechwood Tandenstoker - ISO-2,https://www.biocareonline.nl/artikel/4586/georganics-beechwood-tandenstoker-iso-2.html,50 x 50 x 50mm,5g,Douce Nature Biologisch Katoenen Wattenstaafjes,https://www.biocareonline.nl/douche-nature-biologisch-katoenen-wattenstaafjes,150 x 150 x 150mm,300g,"De Veken 17, 1716KE, Opmeer, Nederland",15:00,,"Nederland
België
Frankrijk
Duitsland
Spanje",https://www.instagram.com/biocareonline/,https://www.facebook.com/biocareonline/?locale=nl_NL,https://www.youtube.com/watch?v=eZrYmPu9Nbw,,,,Done,4.8,36,"5/5 - Marloes L (6 maanden geleden): Heb een paar jaar geleden een negatieve review gegeven maar die heb ik verwijderd, want die was niet helemaal terecht. Ik heb inmiddels al enige ervaring met Biocare Online en het is de site waar ik het liefste shop. Sowieso omdat het eerlijke produc","5/5 - Miriam Bakker (een jaar geleden): Ik gebruik bijna alleen nog verzorgingsproducten van Biocare Online, zoals de zonnebrand van Green People die toch het lekkerst voelt en ook make-up van Inika is favouriet!

Ik vind het steeds belangrijker om bewust te zijn van wat ik op mijn lijf (o","5/5 - Lisette Raap (een jaar geleden): Mijn eerste bestelling was in 2018 en ik was verkocht. Het advies, de persoonlijke aandacht, bestellingen altijd op tijd binnen, het persoonlijke kaartje bij de bestelling, samples en vooral de geweldig zorgvuldige geselecteerde producten.
Op verzoek","De Veken 17, Unit 006-007, 1716 KE Opmeer, Nederland",ChIJD6DCysusyEcRxFeh5Bgz-2I,Complete,,,/5 -   - ,/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/biocareonline.nl,Complete,TRUE,2,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-13,Yes,2556,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=672044959521925,672044959521925,FALSE,search_W19X7MebbAtJqQNqbe68NbDz,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
47%,Wietolie.nl,https://wietolie.nl/,47,100,"Wietolie.nl scoort hoog op klanttevredenheid met uitstekende Google- en TP-beoordelingen, maar mist zichtbaarheid door het ontbreken van Meta- en Google-advertenties. Daarnaast beïnvloedt de kleine maximale productgrootte de score negatief.",CBD olie,2026-03-13 13:20:41,"Cannabis olie, CBD producten en supplementen",56,Zen by Zen – Essential Oil – Cinnamon – 10 ml,https://wietolie.nl/en/product/zen-by-zen-essential-oil-cinnamon-10-ml/,20 x 20 x 60mm,15g,Cannolator extractor complete,https://wietolie.nl/en/product/cannolator-set-complete/,200 x 200 x 300mm,500g,Zen by Zen – Aura & Room Spray – Burnout – 10 ml,https://wietolie.nl/en/product/zen-by-zen-aura-room-spray-burn-out-10-ml/,20 x 20 x 60mm,15g,Cannolator extractor complete,https://wietolie.nl/en/product/cannolator-set-complete/,200 x 200 x 300mm,500g,"The Drying House 37G, 1851 LX, Heiloo, Nederland",17:00,,"The Netherlands
Belgium
Germany
France
America
United Kingdom
Austria
Spain
Italy
Denmark
Sweden
Finland
Ireland
Poland
Portugal
Slovenia
Czech Republic
Hungary
Luxembourg
Slovakia
Cyprus
Croatia
Bulgaria
Estonia
Greece
Latvia
Lithuania
Malta
Romania",https://www.instagram.com/wietolie.nl/,https://www.facebook.com/Wietolienl-1171775096177365/,https://www.youtube.com/channel/UCZvOphxwFbcgY-WfzM1NH2Q,,https://twitter.com/WietolieN,,Done,4.9,100,"5/5 - constans manganas (4 weken geleden): Al jaren gebruik ik verschillende producten van Dutch Hemp naar volle tevredenheid 🍀🍀
De laatste maanden ook CBN om beter te slapen en ik moet zeggen dat mijn slaapkwaliteit enorm is verbeterd! Zelfs ook minder spierkrampen in mijn benen 🍀🍀
De le","5/5 - Roger (een maand geleden): De pleisters werken echt top!
Gemakkelijk te bestellen, hoe meer je besteld hoe hoger de korting. Netjes verpakt en snel verzonden.","5/5 - Jan van Geloof (2 maanden geleden): De eerste keer hier besteld, heel tevreden hoe de bestelling geleverd is. Ook nog een extraatje gehad.","Einthovenstraat, 1821 BV Alkmaar, Nederland",ChIJV-gpFJlXz0cRF-8wsA_643E,Complete,4.3,8,"5/5 - Great site with good explanation about their products. I'm a fan!!  - January 12, 2024",/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/wietolie.nl,Complete,FALSE,0,,,,,,459632820840876,FALSE,search_mMjwVJvBznTRNQ2Epvynp5OY,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
56%,CBDSense,https://www.cbdsense.com/,56,100,"CBDSense scoorde goed op productafmetingen en klantbeoordelingen, maar heeft weinig online zichtbaarheid door het ontbreken van advertenties en lage reviewaantallen. De beperkte productvariatie en het lage gewicht van de zwaarste producten beïnvloeden de score negatief.",CBD olie,2026-03-13 13:20:48,"CBD oliën, capsules, huidverzorging, supplementen, en producten voor dieren",78,Endoca CBD lip balm,https://www.cbdsense.com/product/endoca-cbd-lip-balm/,10ml,4.43g,Jacob Hooy CBD Soap,https://www.cbdsense.com/product/jacob-hooy-cbd-soap/,80 x 60 x 28mm,,Endoca CBD lip balm,https://www.cbdsense.com/product/endoca-cbd-lip-balm/,10ml,4.43g,Renova – CBD Hemp Pellets for horses,https://www.cbdsense.com/product/renova-cbd-hemp-pellets-for-horses-2/,,5000g,"Laan ten Roode 2, 5711 GC, Someren, The Netherlands",17:30,,Europa,,,,,,,Done,5,3,"5/5 - M S (2 jaar geleden): Sinds september 2021, na 36 jaar dwangmatig blowen (wel met het gewenste effect) accuut gestopt en in overleg met mijn behandelaars overgestapt op Jacob Hooy 10% CBD+.
Het was een weekje afzien, wat voornamelijk komt door verandering van intentie van",5/5 - Luslot (3 jaar geleden): Geweldige producten. Super klantenservice. Ik ontving een handgeschreven briefje bij mijn bestelling. Een echte aanrader.,"5/5 - keith moody (6 jaar geleden): Ik wil iedereen bij CBD SENSE bedanken.
Ik heb nu op tien plaatsen last van artritis. Ik ben al meer dan 10 jaar verlamd door pijn, plus ontbrekende tussenwervelschijven in mijn onderrug en een kromming in mijn wervelkolom. Ik gebruik nu een paar maa","Laan ten Roode 2, 5711 GC Someren, Nederland",ChIJN5snUKntxkcRzRw2hvs4cj8,Complete,4.3,44,"5/5 - This is one of the best and most efficient companies I have ever dealt with i get my order in just a couple of days I have been ordering for many years  - February 24, 2026","5/5 - Quick, nicely packed, great communication, and wonderful product. - September 1, 2025","5/5 - Competative pricing fast shipping and good service - August 15, 2025",,https://www.trustpilot.com/review/cbdsense.com,Complete,FALSE,0,,,,,,103134987997815,FALSE,search_1g3L6weL3bSx2YAqQkpaP2rB,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
61%,Bovē Health,https://bovehealth.com/,30,49,"Bovē Health scoorde hoog op het aantal SKU's en het gewicht van hun producten, wat positief is. Er ontbreekt echter cruciale data zoals de grootste productgrootte, Google- en TP-beoordelingen, en er zijn geen advertenties op Meta of Google. Deze ontbrekende gegevens en afwezigheid van advertenties hebben de score aanzienlijk verlaagd.",CBD olie,2026-03-13 13:20:54,CBD oliën en cosmetica,10,The Chill Cream,https://bovehealth.com/en/products/the-lip-balm,,,Face+Body Pack,https://bovehealth.com/en/products/pack-crema-facial-aceite-corporal?variant=54445263815004,,,The Chill Cream,https://bovehealth.com/en/products/the-lip-balm,,60g,Face+Body Pack,https://bovehealth.com/en/products/pack-crema-facial-aceite-corporal?variant=54445263815004,,250g,"null, null, null, null",,,,https://instagram.com/bove_health,,https://www.youtube.com/shopify,,,,Done,,,,,,,,Failed,,,,,,,https://www.trustpilot.com/review/bovehealth.com,Failed,FALSE,0,,,,,,105713318946147,FALSE,search_m3WR9zk90VH2Q1zrBvyn8YoV,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
